n	avgPP	avgPF	avgPT	avgPE	sdPP	sdPF	sdPT	sdPE	avgIP	avgIF	avgIT	avgIE	sdIP	sdIF	sdIT	sdIE
0	7.721387	3.23365	3.23365	3.23365	0.0168684587	0.009558907634	0.009558907634	0.009558907634	9.815549	7	7	7	0.01755076514	0	0	0
1	7.727171	6.868468	6.303661	5.271518	0.01688197295	0.0161874438	0.01465526496	0.01159464054	9.815549	9.542536	9.344257	8.507408	0.01755076514	0.01651891322	0.0147132108	0.009824888277
2	7.726359	7.235615	7.039448	6.243611	0.01688247679	0.01648359223	0.01609300504	0.01337345204	9.815549	9.649199	9.604542	9.230603	0.01755076514	0.01699330047	0.01663988114	0.01335912215
3	7.728399	7.38644	7.272129	6.776819	0.01690682529	0.01663698802	0.01645452479	0.01433127938	9.815549	9.704948	9.664305	9.367761	0.01755076514	0.01719974069	0.01704473761	0.0146492567
4	7.720131	7.459261	7.381269	7.058526	0.01687896041	0.01668232774	0.01658783985	0.01525358327	9.815549	9.729811	9.700373	9.625086	0.01755076514	0.01731272415	0.01721374503	0.01599975482
5	7.724669	7.51183	7.450295	7.239585	0.01687641699	0.0167072891	0.01665152552	0.01569737045	9.815549	9.75088	9.719393	9.635345	0.01755076514	0.01731978632	0.01730169888	0.01642654356
6	7.717347	7.537582	7.486445	7.339321	0.01687629707	0.01674126247	0.01669427337	0.01604026246	9.815549	9.762434	9.730273	9.675077	0.01755076514	0.01737311373	0.01736042655	0.01675501035
7	7.723981	7.568562	7.5262	7.421153	0.0168820855	0.01675665481	0.01673011459	0.0162744764	9.815549	9.757876	9.737704	9.695529	0.01755076514	0.0174280847	0.0173972808	0.01699170717
8	7.722149	7.58412	7.547594	7.464605	0.01688976889	0.01677946042	0.01675860151	0.01642683863	9.815549	9.776352	9.743688	9.716831	0.01755076514	0.01740235672	0.01742739786	0.01713384499
9	7.724605	7.601153	7.568531	7.502738	0.01688572327	0.01679308755	0.01677886053	0.01654490923	9.815549	9.780745	9.747963	9.730864	0.01755076514	0.01743022979	0.01745046852	0.0172483271
10	7.730183	7.617565	7.588543	7.535317	0.01687855089	0.0167916285	0.01678131162	0.0166052082	9.815549	9.776669	9.751223	9.736363	0.01755076514	0.017463204	0.01746803863	0.0173307428
11	7.724313	7.622816	7.594849	7.550156	0.01687983383	0.01680429701	0.01679705719	0.0166612316	9.815549	9.788504	9.755137	9.741038	0.01755076514	0.01744114726	0.01748315415	0.0173680243
12	7.724857	7.630102	7.60449	7.566482	0.01687217289	0.01679777346	0.01679362007	0.01668973832	9.815549	9.790916	9.757984	9.746444	0.01755076514	0.01745826442	0.0174941216	0.01739669834
13	7.723451	7.636408	7.611497	7.576727	0.01687012588	0.01680578846	0.01680224034	0.01670742924	9.815549	9.786968	9.759189	9.748667	0.01755076514	0.01748080948	0.0175031089	0.01742203458
