r	c	alpha	beta	M	Q_B	Pi_B	Time_B	CPUTiming_B
2	1.8	20	2	1	5	3.2848632	2145
2	1.7	20	2	1	6	5.6316956	2293
2	1.6	20	2	1	7	8.2606746	2409
2	1.5	20	2	1	7	11.109835	2382
2	1.4	20	2	1	8	14.191953	3013
2	1.3	20	2	1	8	17.447468	3079
2	1.2	20	2	1	9	20.915963	3921
2	1.1	20	2	1	9	24.551541	3271
2	1	20	2	1	10	28.375362	4452
2	0.9	20	2	1	10	32.377513	3483
2	0.8	20	2	1	11	36.572429	5169
2	0.7	20	2	1	11	40.942397	6174
2	0.6	20	2	1	12	45.537443	6341
2	0.5	20	2	1	12	50.331313	6778
2	0.4	20	2	1	13	55.403448	8730
2	0.3	20	2	1	14	60.75061	9917
2	0.2	20	2	1	15	66.454213	13400
2	1.8	20	2	2	5	3.3518706	5499
2	1.7	20	2	2	6	5.7258992	6460
2	1.6	20	2	2	7	8.3529356	8809
2	1.5	20	2	2	7	11.187893	9612
2	1.4	20	2	2	8	14.269874	11385
2	1.3	20	2	2	8	17.521482	10654
2	1.2	20	2	2	9	20.976717	15762
2	1.1	20	2	2	9	24.604266	13801
2	1	20	2	2	10	28.412271	21164
2	0.9	20	2	2	10	32.412737	18549
2	0.8	20	2	2	11	36.592618	26990
2	0.7	20	2	2	11	40.962575	26843
2	0.6	20	2	2	12	45.54995	36112
2	0.5	20	2	2	12	50.341824	37243
2	0.4	20	2	2	13	55.408502	55906
2	0.3	20	2	2	14	60.753076	70684
2	0.2	20	2	2	15	66.455019	106781
2	1.8	10	1	1	5	2.8858634	1870
2	1.7	10	1	1	6	5.0930396	2635
2	1.6	10	1	1	7	7.592133	2921
2	1.5	10	1	1	7	10.373186	2492
2	1.4	10	1	1	8	13.369371	4013
2	1.3	10	1	1	8	16.593623	3466
2	1.2	10	1	1	9	20.024825	5016
2	1.1	10	1	1	9	23.629668	4105
2	1	10	1	1	10	27.450019	5577
2	0.9	10	1	1	10	31.450123	4465
2	0.8	10	1	1	11	35.673764	7690
2	0.7	10	1	1	12	40.071169	10711
2	0.6	10	1	1	12	44.712888	7453
2	0.5	10	1	1	13	49.583256	9893
2	0.4	10	1	1	14	54.715949	12670
2	0.3	10	1	1	15	60.162085	15315
2	0.2	10	1	1	16	65.997035	20534
2	1.8	10	1	2	5	3.0341767	7456
2	1.7	10	1	2	6	5.2666517	9294
2	1.6	10	1	2	6	7.7999301	8882
2	1.5	10	1	2	7	10.583454	14533
2	1.4	10	1	2	8	13.559169	19244
2	1.3	10	1	2	8	16.775697	13689
2	1.2	10	1	2	9	20.16461	27342
2	1.1	10	1	2	9	23.780699	17802
2	1	10	1	2	10	27.566213	35992
2	0.9	10	1	2	10	31.548405	19195
2	0.8	10	1	2	11	35.739753	40164
2	0.7	10	1	2	11	40.122487	44753
2	0.6	10	1	2	12	44.749272	67016
2	0.5	10	1	2	13	49.606966	69051
2	0.4	10	1	2	14	54.729467	111718
2	0.3	10	1	2	15	60.168336	134026
2	0.2	10	1	2	16	65.999578	185618
2	1.8	5	0.5	1	4	2.3206593	1462
2	1.7	5	0.5	1	5	4.3176364	1843
2	1.6	5	0.5	1	6	6.6801274	2979
2	1.5	5	0.5	1	7	9.3335281	3892
2	1.4	5	0.5	1	7	12.226941	3028
2	1.3	5	0.5	1	8	15.390677	5782
2	1.2	5	0.5	1	9	18.770399	5982
2	1.1	5	0.5	1	9	22.356864	4916
2	1	5	0.5	1	10	26.181897	7922
2	0.9	5	0.5	1	11	30.187574	9734
2	0.8	5	0.5	1	11	34.42942	6979
2	0.7	5	0.5	1	12	38.897329	12943
2	0.6	5	0.5	1	13	43.587017	15375
2	0.5	5	0.5	1	14	48.540453	20355
2	0.4	5	0.5	1	15	53.781454	24148
2	0.3	5	0.5	1	16	59.366158	24864
2	0.2	5	0.5	1	18	65.368649	44585
2	1.8	5	0.5	2	4	2.5843252	5843
2	1.7	5	0.5	2	5	4.6839704	7062
2	1.6	5	0.5	2	6	7.0969562	15932
2	1.5	5	0.5	2	7	9.7536207	18952
2	1.4	5	0.5	2	7	12.668447	16246
2	1.3	5	0.5	2	8	15.79537	31100
2	1.2	5	0.5	2	8	19.138206	21099
2	1.1	5	0.5	2	9	22.697783	41664
2	1	5	0.5	2	10	26.450783	65241
2	0.9	5	0.5	2	10	30.432385	38195
2	0.8	5	0.5	2	11	34.630407	70006
2	0.7	5	0.5	2	12	39.037637	115896
2	0.6	5	0.5	2	12	43.689301	86421
2	0.5	5	0.5	2	13	48.610902	128057
2	0.4	5	0.5	2	14	53.824971	181127
2	0.3	5	0.5	2	16	59.391354	303129
2	0.2	5	0.5	2	18	65.377439	617029
2	1.8	2.5	0.25	1	3	1.5947165	1485
2	1.7	2.5	0.25	1	5	3.3123693	2812
2	1.6	2.5	0.25	1	5	5.4528683	2864
2	1.5	2.5	0.25	1	6	7.9318458	4240
2	1.4	2.5	0.25	1	7	10.72067	5687
2	1.3	2.5	0.25	1	8	13.784299	12686
2	1.2	2.5	0.25	1	9	17.079488	15331
2	1.1	2.5	0.25	1	9	20.652926	10793
2	1	2.5	0.25	1	10	24.456882	11761
2	0.9	2.5	0.25	1	11	28.4876	18109
2	0.8	2.5	0.25	1	12	32.759367	22201
2	0.7	2.5	0.25	1	13	37.2697	27374
2	0.6	2.5	0.25	1	14	42.051073	32231
2	0.5	2.5	0.25	1	15	47.122936	31900
2	0.4	2.5	0.25	1	16	52.500703	39226
2	0.3	2.5	0.25	1	18	58.258638	61197
2	0.2	2.5	0.25	1	20	64.496144	85009
2	1.8	2.5	0.25	2	4	2.0069992	10459
2	1.7	2.5	0.25	2	4	3.9247862	9972
2	1.6	2.5	0.25	2	5	6.1890801	18459
2	1.5	2.5	0.25	2	6	8.7436795	27393
