n	avgPP	avgPF	avgPT	avgPE	sdPP	sdPF	sdPT	sdPE	avgIP	avgIF	avgIT	avgIE	sdIP	sdIF	sdIT	sdIE
0	7.728836	3.24014	3.24014	3.24014	0.01689584215	0.00955550246	0.00955550246	0.00955550246	9.820512	7	7	7	0.01756663757	0	0	0
1	7.731256	6.869712	6.303371	5.274195	0.01689512985	0.01620234393	0.01463673577	0.0116006082	9.820512	9.54976	9.338441	8.515553	0.01756663757	0.01654615762	0.01468881157	0.009822841333
2	7.728234	7.240165	7.041319	6.241401	0.01689927203	0.0165000533	0.01608609902	0.01335872894	9.820512	9.655741	9.603375	9.237931	0.01756663757	0.01701056144	0.01662845952	0.01336049298
3	7.72967	7.387732	7.272661	6.773128	0.01689869399	0.01662884328	0.01644086477	0.01431362227	9.820512	9.708674	9.665529	9.368582	0.01756663757	0.01722264863	0.01705540622	0.01463503809
4	7.72827	7.4642	7.384151	7.061603	0.01690464279	0.01670440872	0.01660355493	0.01524774244	9.820512	9.732728	9.700745	9.621443	0.01756663757	0.017324274	0.01721663337	0.01597091974
5	7.725866	7.512869	7.451367	7.238243	0.01691374491	0.01674307986	0.01668658628	0.01571158171	9.820512	9.754049	9.719793	9.634919	0.01756663757	0.01733731196	0.01731061781	0.01640893329
6	7.72657	7.54516	7.49598	7.350474	0.01689309825	0.01675224276	0.01671152971	0.01605745489	9.820512	9.765198	9.731654	9.67651	0.01756663757	0.0173946157	0.01737776201	0.01675619892
7	7.730396	7.572826	7.530427	7.4229	0.01689355916	0.01677888536	0.01675092752	0.01627946746	9.820512	9.761662	9.740399	9.699618	0.01756663757	0.01744917344	0.01741641677	0.01700300236
8	7.727364	7.590729	7.553194	7.468632	0.01688690774	0.01678549488	0.01676418668	0.01642048278	9.820512	9.780875	9.746552	9.720342	0.01756663757	0.01742209991	0.0174447544	0.0171434985
9	7.725076	7.602407	7.569809	7.501906	0.01690011465	0.01680669295	0.01678625543	0.01653884904	9.820512	9.785381	9.750985	9.735012	0.01756663757	0.01744690132	0.01746485294	0.01725355291
10	7.730152	7.619711	7.588843	7.535693	0.01689665338	0.01681725081	0.01680198341	0.01662022099	9.820512	9.780895	9.754349	9.738903	0.01756663757	0.01747899709	0.01748148603	0.01733103969
11	7.726314	7.624314	7.596829	7.55117	0.016891847	0.01681420493	0.0168058693	0.01665898836	9.820512	9.792302	9.757879	9.74494	0.01756663757	0.01745676626	0.0174957876	0.01737037999
12	7.727038	7.634303	7.607762	7.568887	0.01688790208	0.01681423516	0.01680761986	0.01669060267	9.820512	9.795071	9.760262	9.749903	0.01756663757	0.01747414459	0.01750769597	0.01740236785
13	7.720048	7.633632	7.608457	7.573835	0.01689337964	0.01682902593	0.01682316271	0.01672906551	9.820512	9.790764	9.761507	9.751775	0.01756663757	0.01749521493	0.01751462426	0.01742616043
14	7.727322	7.647094	7.624825	7.594663	0.01689434106	0.01683280831	0.01683178464	0.01675329557	9.820512	9.798818	9.763325	9.752169	0.01756663757	0.01747721739	0.01752277291	0.0174525816
