n	avgPP	avgPF	avgPT	avgPE	sdPP	sdPF	sdPT	sdPE	avgIP	avgIF	avgIT	avgIE	sdIP	sdIF	sdIT	sdIE
0	1.1762002	0	0	0	0.004326991639	0	0	0	6.809541	0	0	0	0.02066225674	0	0	0
1	1.1769002	0.9367782	0	0	0.004326155952	0.004036372209	0	0	6.809541	5.720881	0	0	0.02066225674	0.01844715579	0	0
2	1.1795002	1.0413374	0	0	0.004323529069	0.004181554884	0	0	6.809541	6.195327	0	0	0.02066225674	0.0194622565	0	0
3	1.1762182	1.079369	0	0	0.004326759758	0.00422064241	0	0	6.809541	6.381425	0	0	0.02066225674	0.01982322918	0	0
4	1.1781922	1.1033346	0	0	0.004323582675	0.004241574464	0	0	6.809541	6.479133	0	0	0.02066225674	0.02002429345	0	0
5	1.1766502	1.1166758	0	0	0.004326583761	0.004257247342	0	0	6.809541	6.539969	0	0	0.02066225674	0.02014427224	0	0
6	1.1783622	1.1274602	0	0	0.004321455109	0.004268372008	0	0	6.809541	6.579011	0	0	0.02066225674	0.02023337171	0	0
7	1.1755262	1.1311694	0	0	0.004330934026	0.00428348775	0	0	6.809541	6.617037	0	0	0.02066225674	0.0202823758	0	0
8	1.1770402	1.137718	0	0	0.004323979484	0.004280329925	0	0	6.809541	6.62867	0	0	0.02066225674	0.02033746885	0	0
9	1.1785462	1.1432756	0	0	0.004320447946	0.004283130449	0	0	6.809541	6.648998	0	0	0.02066225674	0.02037242948	0	0
10	1.1758562	1.1449266	0	0	0.004329677495	0.004295114217	0	0	6.809541	6.673413	0	0	0.02066225674	0.02039487832	0	0
11	1.1764602	1.146981	0	0	0.00432712033	0.004294314245	0	0	6.809541	6.684445	0	0	0.02066225674	0.02041473813	0	0
12	1.1777462	1.1522104	0	0	0.00432027697	0.004292365628	0	0	6.809541	6.691382	0	0	0.02066225674	0.02044207421	0	0
13	1.1784082	1.1538624	0	0	0.004320720938	0.004293387243	0	0	6.809541	6.701962	0	0	0.02066225674	0.02045775257	0	0
14	1.1780442	1.1550202	0	0	0.004324549601	0.00430034591	0	0	6.809541	6.711091	0	0	0.02066225674	0.02046623944	0	0
15	1.1748162	1.1538136	0	0	0.004324049194	0.004300322022	0	0	6.809541	6.711128	0	0	0.02066225674	0.02048949036	0	0
16	1.1759842	1.156294	0	0	0.004327472134	0.00430531823	0	0	6.809541	6.72134	0	0	0.02066225674	0.02049836799	0	0
17	1.1764122	1.1574398	0	0	0.004327646646	0.004309110875	0	0	6.809541	6.726329	0	0	0.02066225674	0.02050240278	0	0
18	1.1761502	1.1591316	0	0	0.004326848882	0.004303445538	0	0	6.809541	6.725508	0	0	0.02066225674	0.0205124616	0	0
19	1.1769902	1.1600142	0	0	0.004333086771	0.004315321003	0	0	6.809541	6.733881	0	0	0.02066225674	0.02051673225	0	0
20	1.1764102	1.1605336	0	0	0.004321559168	0.00430734835	0	0	6.809541	6.740348	0	0	0.02066225674	0.0205220473	0	0
21	1.1785422	1.1628338	0	0	0.004318068868	0.004305288342	0	0	6.809541	6.740659	0	0	0.02066225674	0.02053571282	0	0
22	1.1784402	1.1639108	0	0	0.004324063319	0.004308189716	0	0	6.809541	6.744444	0	0	0.02066225674	0.02054069573	0	0
23	1.1784982	1.1643324	0	0	0.004321237961	0.004308249394	0	0	6.809541	6.747412	0	0	0.02066225674	0.02054382648	0	0
24	1.1771622	1.1639422	0	0	0.004322160988	0.004306867797	0	0	6.809541	6.751421	0	0	0.02066225674	0.02054847019	0	0
25	1.1772082	1.1642604	0	0	0.00431975505	0.004306408802	0	0	6.809541	6.751532	0	0	0.02066225674	0.02055503066	0	0
26	1.1768802	1.1642792	0	0	0.004325595713	0.004312179846	0	0	6.809541	6.753046	0	0	0.02066225674	0.02055880463	0	0
27	1.1768262	1.1648598	0	0	0.004322077323	0.004310131698	0	0	6.809541	6.754309	0	0	0.02066225674	0.02056276784	0	0
28	1.1755202	1.164041	0	0	0.004329196417	0.004315525631	0	0	6.809541	6.757605	0	0	0.02066225674	0.02056540662	0	0
29	1.1792702	1.167727	0	0	0.004320017985	0.004307948079	0	0	6.809541	6.760025	0	0	0.02066225674	0.02056640927	0	0
30	1.1755682	1.1654256	0	0	0.004326771416	0.004314126261	0	0	6.809541	6.760638	0	0	0.02066225674	0.02057279751	0	0
31	1.1781502	1.1676872	0	0	0.004321649068	0.004310989484	0	0	6.809541	6.763256	0	0	0.02066225674	0.02057748419	0	0
32	1.1761862	1.165745	0	0	0.004327881205	0.004315356371	0	0	6.809541	6.763215	0	0	0.02066225674	0.02057608038	0	0
33	1.1770682	1.1672498	0	0	0.004324300237	0.004314359974	0	0	6.809541	6.766079	0	0	0.02066225674	0.02057904893	0	0
34	1.1755042	1.1658624	0	0	0.004325668218	0.004316199106	0	0	6.809541	6.768422	0	0	0.02066225674	0.02058336812	0	0
35	1.1770302	1.1680388	0	0	0.004326564583	0.004317360891	0	0	6.809541	6.766654	0	0	0.02066225674	0.02058343083	0	0
36	1.1788322	1.1694986	0	0	0.004322647983	0.004312302571	0	0	6.809541	6.769083	0	0	0.02066225674	0.02058740193	0	0
37	1.1774022	1.168767	0	0	0.004325457461	0.004315165462	0	0	6.809541	6.771535	0	0	0.02066225674	0.02058762477	0	0
38	1.1763202	1.168034	0	0	0.004325792955	0.0043154767	0	0	6.809541	6.77159	0	0	0.02066225674	0.02059036329	0	0
39	1.1780202	1.169392	0	0	0.004317881914	0.004307956184	0	0	6.809541	6.77355	0	0	0.02066225674	0.02059308946	0	0
40	1.1768742	1.1688382	0	0	0.00432778689	0.004319293513	0	0	6.809541	6.773071	0	0	0.02066225674	0.02059387983	0	0
41	1.1767922	1.1690348	0	0	0.004322770568	0.004313006574	0	0	6.809541	6.773014	0	0	0.02066225674	0.02059824118	0	0
42	1.1754422	1.1674336	0	0	0.004327474652	0.004317894663	0	0	6.809541	6.774338	0	0	0.02066225674	0.02059680743	0	0
43	1.1762702	1.1687248	0	0	0.004326087441	0.004317214934	0	0	6.809541	6.776364	0	0	0.02066225674	0.02059932711	0	0
44	1.1774522	1.1700364	0	0	0.004327046518	0.004319093072	0	0	6.809541	6.777472	0	0	0.02066225674	0.02060034592	0	0
45	1.1764382	1.1690484	0	0	0.004332172746	0.004323782667	0	0	6.809541	6.775562	0	0	0.02066225674	0.02060118492	0	0
46	1.1786922	1.1714312	0	0	0.004323170717	0.004314879041	0	0	6.809541	6.779446	0	0	0.02066225674	0.02060292767	0	0
47	1.1774442	1.1707684	0	0	0.004324441443	0.004315778597	0	0	6.809541	6.780022	0	0	0.02066225674	0.02060281987	0	0
48	1.1766042	1.1694122	0	0	0.004322803288	0.004315481726	0	0	6.809541	6.779861	0	0	0.02066225674	0.02060777204	0	0
49	1.1769902	1.170002	0	0	0.004326059048	0.004319790847	0	0	6.809541	6.78016	0	0	0.02066225674	0.02060631931	0	0
50	1.1768222	1.1699248	0	0	0.004328742969	0.004323272952	0	0	6.809541	6.780434	0	0	0.02066225674	0.02060631972	0	0
51	1.1764402	1.1705782	0	0	0.004319394865	0.004312656211	0	0	6.809541	6.780021	0	0	0.02066225674	0.02060954947	0	0
52	1.1779222	1.1713012	0	0	0.004321587725	0.004313673027	0	0	6.809541	6.779976	0	0	0.02066225674	0.02060990747	0	0
53	1.1775922	1.1715952	0	0	0.004328554778	0.004320267206	0	0	6.809541	6.781996	0	0	0.02066225674	0.02061070083	0	0
54	1.1774542	1.1711964	0	0	0.004324736209	0.00431719942	0	0	6.809541	6.781272	0	0	0.02066225674	0.02061201127	0	0
55	1.1770942	1.1712136	0	0	0.004318756235	0.00431182938	0	0	6.809541	6.781858	0	0	0.02066225674	0.02061090826	0	0
56	1.1763042	1.1700326	0	0	0.004328223114	0.004321553991	0	0	6.809541	6.783383	0	0	0.02066225674	0.02061073772	0	0
57	1.1769302	1.1712584	0	0	0.004326345528	0.004320604217	0	0	6.809541	6.784492	0	0	0.02066225674	0.02061153603	0	0
58	1.1761842	1.1710998	0	0	0.004325659005	0.004318699774	0	0	6.809541	6.782829	0	0	0.02066225674	0.02061416975	0	0
59	1.1768822	1.1711738	0	0	0.004331654814	0.004324908677	0	0	6.809541	6.784419	0	0	0.02066225674	0.02061365466	0	0
60	1.1763962	1.170928	0	0	0.004327133196	0.004319907798	0	0	6.809541	6.78515	0	0	0.02066225674	0.02061396305	0	0
61	1.1768762	1.1715422	0	0	0.004323554273	0.004319781703	0	0	6.809541	6.784641	0	0	0.02066225674	0.02061702527	0	0
62	1.1753062	1.1699256	0	0	0.004326745104	0.004320873834	0	0	6.809541	6.785208	0	0	0.02066225674	0.02061662902	0	0
63	1.1781342	1.1730508	0	0	0.004320555601	0.004314817465	0	0	6.809541	6.786164	0	0	0.02066225674	0.02061792809	0	0
64	1.1764062	1.1714994	0	0	0.004326678831	0.004322421119	0	0	6.809541	6.785837	0	0	0.02066225674	0.02061987089	0	0
65	1.1764902	1.1713492	0	0	0.004328855364	0.004323058464	0	0	6.809541	6.787246	0	0	0.02066225674	0.02061966563	0	0
66	1.1781082	1.1725736	0	0	0.004322455671	0.004318266274	0	0	6.809541	6.787778	0	0	0.02066225674	0.02061958142	0	0
67	1.1775822	1.1722968	0	0	0.004324613338	0.004321247855	0	0	6.809541	6.788464	0	0	0.02066225674	0.02061902572	0	0
68	1.1735082	1.1690844	0	0	0.004331849485	0.004325330512	0	0	6.809541	6.788392	0	0	0.02066225674	0.02062175406	0	0
69	1.1765222	1.171585	0	0	0.004330157534	0.004323497166	0	0	6.809541	6.787715	0	0	0.02066225674	0.02062149605	0	0
70	1.1778002	1.1728784	0	0	0.004324506795	0.004318847967	0	0	6.809541	6.788562	0	0	0.02066225674	0.02062140383	0	0
71	1.1785162	1.1738638	0	0	0.004325993644	0.004320786512	0	0	6.809541	6.788389	0	0	0.02066225674	0.02062367216	0	0
72	1.1765102	1.1719024	0	0	0.004325135095	0.004320677145	0	0	6.809541	6.789452	0	0	0.02066225674	0.02062435686	0	0
73	1.1768042	1.1720688	0	0	0.004325598768	0.004320925115	0	0	6.809541	6.789114	0	0	0.02066225674	0.02062346701	0	0
74	1.1766882	1.1724434	0	0	0.004324594114	0.004318847582	0	0	6.809541	6.788647	0	0	0.02066225674	0.02062418861	0	0
75	1.1758682	1.171467	0	0	0.00432791882	0.004322725631	0	0	6.809541	6.789835	0	0	0.02066225674	0.02062411249	0	0
76	1.1777542	1.1735418	0	0	0.004327518421	0.004320586613	0	0	6.809541	6.790519	0	0	0.02066225674	0.02062331628	0	0
77	1.1760662	1.1715074	0	0	0.004331113439	0.004325655313	0	0	6.809541	6.790047	0	0	0.02066225674	0.02062399636	0	0
