n	avgPP	avgPF	avgPT	avgPE	sdPP	sdPF	sdPT	sdPE	avgIP	avgIF	avgIT	avgIE	sdIP	sdIF	sdIT	sdIE
0	11.7657612	11.214714	11.214714	11.214714	0.01043900887	0.01054470915	0.01054470915	0.01054470915	11.519818	12	12	12	0.004780533296	0	0	0
1	11.7737232	11.3920516	11.382537	11.3693808	0.01043209078	0.01032248169	0.01032936115	0.01016073012	11.519818	11.688894	11.711635	11.592562	0.004780533296	0.002879805806	0.002799119271	0.002408319073
2	11.7554892	11.4667082	11.4555908	11.4396962	0.0104460923	0.01035823207	0.01036799761	0.01039322738	11.519818	11.637613	11.661362	11.702443	0.004780533296	0.003424591576	0.003379363588	0.003429694167
3	11.7643932	11.5300338	11.5193858	11.505655	0.0104502428	0.01040988854	0.0103825971	0.01039665504	11.519818	11.647557	11.636957	11.670815	0.004780533296	0.003748210134	0.003687947334	0.003632407073
4	11.7688372	11.5724866	11.5622632	11.548703	0.01043160986	0.01040170765	0.010376111	0.01039034651	11.519818	11.631819	11.621498	11.654425	0.004780533296	0.003931380769	0.00388167703	0.003820691461
5	11.7694452	11.5994654	11.589956	11.577625	0.01044071485	0.01040218441	0.01039293459	0.01039873536	11.519818	11.603881	11.60529	11.626815	0.004780533296	0.004059909495	0.004029930754	0.003989849533
6	11.7664952	11.6186416	11.609509	11.5977356	0.01044376331	0.01040971416	0.01040310522	0.01039015059	11.519818	11.592254	11.595545	11.599694	0.004780533296	0.0041517268	0.004133110515	0.004079932648
7	11.7666672	11.6341098	11.6266614	11.6164134	0.0104385242	0.01039714535	0.01040228518	0.01039297548	11.519818	11.573887	11.587811	11.592671	0.004780533296	0.00424693305	0.004208102124	0.004167193518
8	11.7680432	11.6488244	11.6423878	11.6328388	0.01044797871	0.01041869212	0.01041901122	0.01041211693	11.519818	11.574496	11.582007	11.586712	0.004780533296	0.004292836343	0.004265255245	0.004230667917
9	11.7646992	11.657126	11.6503094	11.6413746	0.010430579	0.01038297396	0.01040268702	0.01039818745	11.519818	11.54668	11.575101	11.581889	0.004780533296	0.004381150245	0.004320019054	0.004284571194
10	11.7682372	11.6678362	11.6612354	11.6532248	0.01044109249	0.01039539527	0.010414567	0.01040734143	11.519818	11.544763	11.570991	11.574812	0.004780533296	0.00439791826	0.004358720617	0.004322595939
11	11.7759272	11.6831512	11.6769118	11.6689178	0.01042898417	0.0103829268	0.01040345988	0.01039769704	11.519818	11.540588	11.567597	11.571207	0.004780533296	0.004407340423	0.004392506349	0.004362931171
12	11.7694612	11.684871	11.680227	11.6720022	0.0104206491	0.01039256554	0.0104001906	0.01039324148	11.519818	11.552125	11.565195	11.569573	0.004780533296	0.004455125335	0.004421687325	0.004393910244
13	11.7593492	11.6806466	11.6750066	11.6687906	0.01043138968	0.01041796951	0.01041130486	0.01040666613	11.519818	11.561449	11.561499	11.564389	0.004780533296	0.004473237553	0.004444594213	0.004418855161
14	11.7674052	11.6908702	11.6854696	11.6787536	0.01044194371	0.01041766947	0.01041998804	0.01041601473	11.519818	11.550653	11.559024	11.562934	0.004780533296	0.004486612327	0.004465570575	0.004439810777
15	11.7578912	11.6867596	11.6823038	11.6755738	0.01043867264	0.01041787277	0.01042066058	0.01041659664	11.519818	11.550064	11.556477	11.561107	0.004780533296	0.004493650778	0.004484068613	0.00445998554
16	11.7592452	11.6927582	11.6883686	11.6826684	0.01044551731	0.01044213927	0.01043068758	0.0104292481	11.519818	11.561213	11.554099	11.558606	0.004780533296	0.004515891159	0.004499774373	0.004476990347
17	11.7606052	11.6979956	11.6938178	11.688556	0.01044039224	0.01042636908	0.0104238783	0.0104220415	11.519818	11.550284	11.551887	11.55591	0.004780533296	0.004530029774	0.004515914455	0.004496844593
18	11.7644972	11.7048684	11.7007948	11.6960506	0.01043528147	0.01042383274	0.01042003829	0.01041800153	11.519818	11.550116	11.549942	11.553059	0.004780533296	0.004550138111	0.004528970578	0.004509709152
19	11.7695332	11.7124874	11.708698	11.7036478	0.01043540137	0.01042160145	0.01041995231	0.01041611084	11.519818	11.547611	11.54918	11.551527	0.004780533296	0.004560021026	0.00454174958	0.004522254059
20	11.7674592	11.7120872	11.7082598	11.7033346	0.01044480388	0.01043637582	0.01043030755	0.01042761324	11.519818	11.550138	11.547927	11.549459	0.004780533296	0.004569282391	0.004552213146	0.004534957666
21	11.7683152	11.7140828	11.71033	11.7056628	0.01044523151	0.01043453955	0.01043124242	0.01042696528	11.519818	11.546802	11.54644	11.547912	0.004780533296	0.004566080295	0.004563323987	0.004546775801
22	11.7676532	11.7172146	11.7143578	11.7100714	0.01044323778	0.01043849447	0.01043048571	0.01042765024	11.519818	11.552039	11.545407	11.546951	0.004780533296	0.00457947589	0.004572771004	0.004557105379
23	11.7693412	11.7202648	11.7163324	11.7121778	0.01044727928	0.01043977007	0.01043396129	0.01043132891	11.519818	11.546982	11.543996	11.545317	0.004780533296	0.004587388341	0.00458197774	0.004566722524
24	11.7713872	11.724599	11.7212978	11.716419	0.01044508551	0.01043838139	0.01043199081	0.01042960591	11.519818	11.547025	11.543307	11.545555	0.004780533296	0.00460935504	0.004589307244	0.004575302603
