n	avgPP	avgPF	avgPT	avgPE	sdPP	sdPF	sdPT	sdPE	avgIP	avgIF	avgIT	avgIE	sdIP	sdIF	sdIT	sdIE
0	23.3662234	22.355392	22.355392	22.355392	0.01196483309	0.01274809019	0.01274809019	0.01274809019	37.420982	37	37	37	0.008523407239	0	0	0
1	23.3754014	22.6819906	22.6559549	22.5770106	0.01193520363	0.01224358265	0.01220756458	0.01203910671	37.420982	36.960118	36.916447	36.738578	0.008523407239	0.004959061776	0.004717318003	0.003737676408
2	23.3672754	22.8374228	22.8065378	22.7021564	0.01195151649	0.01218142796	0.01217829889	0.01195823287	37.420982	37.067784	37.041934	36.814072	0.008523407239	0.006023553805	0.005797835807	0.004651758646
3	23.3652354	22.9356866	22.9056611	22.7943731	0.0119540401	0.01213322953	0.01213670286	0.01200352428	37.420982	37.132338	37.112553	36.942973	0.008523407239	0.006573876787	0.006395564836	0.005323505157
4	23.3693294	23.0100494	22.9826618	22.8730049	0.0119489345	0.01211263245	0.01210421277	0.01200940236	37.420982	37.186522	37.157854	37.018607	0.008523407239	0.006953402179	0.006784336111	0.005860803694
5	23.3784134	23.0660047	23.040141	22.9384382	0.01191498234	0.01204910488	0.01205710229	0.01201975699	37.420982	37.207981	37.19257	37.098846	0.008523407239	0.007203543822	0.007051062812	0.006325010159
6	23.3819974	23.1106378	23.0869001	22.9909292	0.01189969752	0.01202066464	0.01202181355	0.01200149839	37.420982	37.236454	37.219043	37.142496	0.008523407239	0.007379755728	0.007244695805	0.006657490897
7	23.3806894	23.1350781	23.1127821	23.0219514	0.01191970152	0.01202364114	0.01202563951	0.01203838958	37.420982	37.256003	37.241503	37.192842	0.008523407239	0.007514993795	0.007392131497	0.006908618384
8	23.3778674	23.1570692	23.1357611	23.0524092	0.01193306873	0.0120418722	0.01203339762	0.01204341499	37.420982	37.286156	37.260153	37.213236	0.008523407239	0.00761056411	0.007510023865	0.007100331377
9	23.3790854	23.1809865	23.1613774	23.0806794	0.01191889678	0.01200010974	0.01200722662	0.01198860541	37.420982	37.284295	37.274342	37.212162	0.008523407239	0.007697691029	0.007608154885	0.007124926614
10	23.3751514	23.1942293	23.1755422	23.1033635	0.01191495928	0.01198751747	0.01199721281	0.01200161936	37.420982	37.295439	37.286886	37.238565	0.008523407239	0.007772664264	0.007689883047	0.007287577201
11	23.3738134	23.2061852	23.1889343	23.1176173	0.01192261028	0.01199879101	0.01199892917	0.01200668418	37.420982	37.311316	37.296809	37.254599	0.008523407239	0.007825214098	0.007754302268	0.00740900757
12	23.3746614	23.2163173	23.2007591	23.1359073	0.01192272397	0.01198993249	0.01199466321	0.01199308747	37.420982	37.316159	37.305233	37.258179	0.008523407239	0.00788579266	0.007812514689	0.007452317212
13	23.3764914	23.2301576	23.2165719	23.1523946	0.01191740277	0.01197720286	0.01198300005	0.01198636653	37.420982	37.320088	37.312777	37.269998	0.008523407239	0.00793060422	0.007861796173	0.007540258804
14	23.3856114	23.2468307	23.2324117	23.1728603	0.01190224444	0.01196807416	0.01197012262	0.01197268281	37.420982	37.330881	37.319231	37.280189	0.008523407239	0.007967976718	0.007903498913	0.00761385108
15	23.3673774	23.2365417	23.2224623	23.165997	0.01194416119	0.01200369765	0.01200728802	0.01201163488	37.420982	37.335051	37.325689	37.28647	0.008523407239	0.007997513465	0.007941257309	0.007654731807
16	23.3796394	23.2541028	23.241632	23.1890659	0.01191506189	0.01197531111	0.01197468297	0.01197393667	37.420982	37.341724	37.33062	37.295377	0.008523407239	0.008030717616	0.007974833917	0.007714919754
17	23.3679274	23.2512398	23.2382473	23.1895413	0.01194186182	0.01199304389	0.01199987472	0.01199809892	37.420982	37.341694	37.335439	37.300039	0.008523407239	0.008052851261	0.008003342271	0.00775423345
18	23.3732314	23.2616209	23.2496899	23.2017583	0.01194078135	0.01198587608	0.0119901572	0.01199137921	37.420982	37.345787	37.339057	37.306349	0.008523407239	0.008078429391	0.00803009396	0.007798592255
19	23.3728874	23.2669355	23.2560267	23.2091261	0.01193798421	0.01198423555	0.01198521722	0.01198699776	37.420982	37.352725	37.343121	37.311183	0.008523407239	0.008100199625	0.008054226897	0.007833941778
20	23.3756234	23.2765371	23.2661858	23.2226673	0.0119206267	0.01196828453	0.01197143048	0.01197277523	37.420982	37.355153	37.346954	37.315459	0.008523407239	0.00812106328	0.00807520949	0.007866623713
21	23.3707114	23.2732059	23.2628125	23.2203109	0.01193113674	0.01197438549	0.01197742135	0.01197988434	37.420982	37.357577	37.350135	37.321067	0.008523407239	0.008142611165	0.008095623714	0.007895778495
22	23.3765654	23.2838492	23.2731912	23.2321052	0.01193159528	0.01197585064	0.01197623017	0.0119779486	37.420982	37.360736	37.352656	37.323616	0.008523407239	0.008158138037	0.008112466963	0.007922161681
23	23.3650394	23.2763077	23.2670802	23.2282784	0.01194010017	0.01198096275	0.01198389786	0.01198686396	37.420982	37.362211	37.356106	37.327632	0.008523407239	0.0081705396	0.008129853596	0.00794805683
24	23.3766274	23.2902808	23.2813996	23.2431708	0.0119228023	0.01195629501	0.01196128823	0.01195904972	37.420982	37.363444	37.358088	37.330224	0.008523407239	0.008185718409	0.008145239861	0.007971041356
25	23.3689454	23.2871757	23.2776724	23.2417408	0.01192710573	0.01195973787	0.01196418892	0.01196309318	37.420982	37.364811	37.360052	37.333304	0.008523407239	0.008199653719	0.008159720321	0.007991850686
26	23.3809874	23.3025624	23.2936026	23.2592025	0.01192702722	0.01195879211	0.01196331456	0.01196297505	37.420982	37.367332	37.362198	37.336115	0.008523407239	0.008215204513	0.008173623951	0.008011792536
27	23.3664774	23.289432	23.2816608	23.2477402	0.01195349036	0.01198359344	0.01198289274	0.01198695031	37.420982	37.37128	37.363784	37.339586	0.008523407239	0.008224617002	0.008186494778	0.008030521638
28	23.3780334	23.3044384	23.2959734	23.2628739	0.01193765986	0.01198234996	0.01197270649	0.0119780792	37.420982	37.382612	37.365562	37.341857	0.008523407239	0.008221624047	0.008198437496	0.008049756427
29	23.3786514	23.3076533	23.2980288	23.2654604	0.0119202628	0.01195734393	0.01195479973	0.01195860844	37.420982	37.377719	37.367204	37.344192	0.008523407239	0.008241487242	0.008209522358	0.008065865767
