n	avgPP	avgPF	avgPT	avgPE	sdPP	sdPF	sdPT	sdPE	avgIP	avgIF	avgIT	avgIE	sdIP	sdIF	sdIT	sdIE
0	35.244693	20.329888	20.329888	20.329888	0.04869107835	0.03735762762	0.03735762762	0.03735762762	39.861629	35	35	35	0.04965254481	0	0	0
1	35.230017	33.341971	32.668028	28.699373	0.0486691487	0.04779291512	0.04599912326	0.03562108965	39.861629	39.560921	39.444574	37.047161	0.04965254481	0.04818804672	0.04692289119	0.03334578986
2	35.234175	34.185179	33.969148	31.633308	0.04870414441	0.04820611559	0.04776587792	0.04007107326	39.861629	39.697131	39.666884	38.589392	0.04965254481	0.04889038967	0.04863134958	0.04103726191
3	35.236017	34.508165	34.392525	33.083461	0.04867703583	0.04832486359	0.04814558572	0.04303301537	39.861629	39.741185	39.729221	39.100599	0.04965254481	0.04915162287	0.0490344786	0.04441345582
4	35.238373	34.675596	34.596026	33.816458	0.04869364738	0.04842505273	0.04831357821	0.04509604962	39.861629	39.782714	39.765616	39.453732	0.04965254481	0.04927054287	0.04919832244	0.04666581408
5	35.245263	34.787012	34.728926	34.238078	0.04867872904	0.04845250559	0.04838494223	0.04630743067	39.861629	39.794648	39.785092	39.603922	0.04965254481	0.04934719455	0.04930000804	0.04773695194
6	35.241711	34.862728	34.81741	34.488352	0.04869405894	0.04852352256	0.04847758243	0.04713817354	39.861629	39.80243	39.798138	39.69856	0.04965254481	0.04939928154	0.04936178257	0.04842495682
7	35.229729	34.900063	34.861631	34.632937	0.04868596723	0.04852810396	0.04849003474	0.04763765555	39.861629	39.818461	39.808935	39.753281	0.04965254481	0.04943764515	0.04941033616	0.04885982194
8	35.242307	34.952073	34.920371	34.748426	0.04867754657	0.04853897801	0.04851442555	0.04792403861	39.861629	39.821765	39.815007	39.776982	0.04965254481	0.04946245438	0.04944217031	0.04906762883
9	35.228113	34.971918	34.944909	34.810755	0.04867284406	0.04854963651	0.04853094566	0.04812467017	39.861629	39.822836	39.820773	39.796969	0.04965254481	0.04948530348	0.0494668665	0.04922708001
10	35.235855	35.001381	34.977824	34.86907	0.04868334401	0.04858160821	0.04856774003	0.04827604402	39.861629	39.829533	39.824018	39.806694	0.04965254481	0.04950181742	0.04948365151	0.0492973321
11	35.232183	35.018938	34.997127	34.906523	0.04867925971	0.04857797916	0.04856170507	0.04835019935	39.861629	39.832528	39.827635	39.814873	0.04965254481	0.04951197799	0.04950052409	0.04936250763
12	35.231325	35.034447	35.015489	34.936831	0.04868665324	0.04859826736	0.04858464405	0.0484129436	39.861629	39.832497	39.830175	39.820643	0.04965254481	0.04952608827	0.04951273957	0.04940495077
13	35.226839	35.046416	35.030252	34.959494	0.04868970104	0.04860984397	0.04860168498	0.04846243066	39.861629	39.837448	39.83299	39.823792	0.04965254481	0.04953687186	0.04952377283	0.04943401483
14	35.242801	35.07372	35.057893	34.99647	0.04867666852	0.04859980083	0.04859427198	0.04848048868	39.861629	39.838078	39.834345	39.826834	0.04965254481	0.04954193891	0.04953297536	0.0494584588
15	35.233469	35.073536	35.058518	35.002681	0.048666122	0.04859218802	0.04858220469	0.04849085886	39.861629	39.83878	39.836344	39.830117	0.04965254481	0.04954966111	0.04954145456	0.04947829645
16	35.229825	35.086641	35.072809	35.021314	0.04866949507	0.04860355341	0.04859797209	0.04851279636	39.861629	39.841955	39.838645	39.831996	0.04965254481	0.0495567576	0.049549218	0.0494925984
17	35.233121	35.093935	35.080171	35.031972	0.04866958103	0.04860562598	0.04860145863	0.04852447463	39.861629	39.842657	39.839113	39.833036	0.04965254481	0.04956056611	0.04955524121	0.04950431078
18	35.234467	35.104822	35.09256	35.049218	0.04866296426	0.04860323409	0.04859898164	0.04852982017	39.861629	39.842078	39.840166	39.835504	0.04965254481	0.04956499108	0.04955944637	0.04951343369
19	35.242377	35.120348	35.10952	35.067148	0.04868385806	0.04862608364	0.04862196848	0.04855713015	39.861629	39.84595	39.842254	39.835574	0.04965254481	0.04956931048	0.04956425607	0.04951967057
20	35.236529	35.12008	35.11028	35.071287	0.04867862613	0.04862677998	0.04862438781	0.0485701956	39.861629	39.846282	39.84361	39.837937	0.04965254481	0.04957055395	0.04956907107	0.04952831738
21	35.232647	35.119428	35.109838	35.073891	0.04867661784	0.04862172021	0.04861904354	0.04857318272	39.861629	39.845768	39.84433	39.839079	0.04965254481	0.04957632781	0.0495726207	0.04953750856
22	35.236903	35.128179	35.119186	35.086133	0.04868792075	0.04863308188	0.04862906221	0.04858585283	39.861629	39.847567	39.84492	39.840105	0.04965254481	0.04957939637	0.0495753629	0.04954358943
23	35.231905	35.129934	35.120268	35.087989	0.04868617647	0.04863939621	0.04863747189	0.04859366679	39.861629	39.848534	39.846186	39.841307	0.04965254481	0.04958205945	0.04958098686	0.04954859131
24	35.245309	35.144859	35.135594	35.105562	0.04868951797	0.04864773552	0.04864476306	0.04860406062	39.861629	39.847967	39.84658	39.841248	0.04965254481	0.04958672184	0.04958545404	0.04955529901
25	35.235591	35.141437	35.133375	35.104932	0.04872373914	0.04868101647	0.04867732622	0.04864476207	39.861629	39.850093	39.847885	39.84326	0.04965254481	0.04959216173	0.04958835296	0.04956048512
26	35.229339	35.13959	35.131338	35.103193	0.04867193777	0.04863059056	0.04862835452	0.04858993346	39.861629	39.850906	39.847772	39.843245	0.04965254481	0.04959362702	0.04959321406	0.04956867553
27	35.242995	35.155633	35.148478	35.121997	0.04867486222	0.04863837925	0.04863785839	0.04860348684	39.861629	39.849675	39.848448	39.844549	0.04965254481	0.04959479754	0.04959437254	0.04957008312
28	35.238989	35.153613	35.146548	35.12143	0.04867223536	0.04863621185	0.04863487671	0.04860045854	39.861629	39.850761	39.848708	39.844936	0.04965254481	0.04959884169	0.04959611192	0.04957275718
