n	avgPP	avgPF	avgPT	avgPE	sdPP	sdPF	sdPT	sdPE	avgIP	avgIF	avgIT	avgIE	sdIP	sdIF	sdIT	sdIE
0	16.46221	14.984914	14.984914	14.984914	0.01246819494	0.01311827535	0.01311827535	0.01311827535	19.831542	20	20	20	0.008786804385	0	0	0
1	16.459618	15.659906	15.610495	15.505905	0.0124811981	0.01258740556	0.01247827183	0.01230460659	19.831542	19.750218	19.692171	19.612873	0.008786804385	0.006217509583	0.005891665893	0.005155039444
2	16.46305	15.917408	15.872018	15.75881	0.01246934334	0.01241693966	0.01242253455	0.01225910113	19.831542	19.666052	19.69012	19.623896	0.008786804385	0.007177762492	0.007022085416	0.006514019478
3	16.472776	16.050505	16.013661	15.913401	0.01246835469	0.01233311585	0.01243283366	0.01235817806	19.831542	19.624505	19.722903	19.716535	0.008786804385	0.007609556962	0.007504485234	0.007194954192
4	16.460156	16.119641	16.088248	16.003213	0.01247078875	0.01252085675	0.01246300222	0.01233044992	19.831542	19.802045	19.758504	19.702545	0.008786804385	0.00785892421	0.007742259332	0.007266532683
5	16.466184	16.181675	16.153349	16.078607	0.01247810275	0.01245781575	0.01246857902	0.01242521469	19.831542	19.750331	19.767037	19.774153	0.008786804385	0.008019690862	0.007930903955	0.007702344044
6	16.465752	16.219626	16.194817	16.130908	0.01246199066	0.01239399896	0.01245743709	0.01240898262	19.831542	19.714298	19.776763	19.77079	0.008786804385	0.008134711612	0.008059288617	0.007825514644
7	16.460384	16.246401	16.224562	16.166159	0.01248102194	0.01251534335	0.01248107046	0.01243806124	19.831542	19.812293	19.783788	19.776465	0.008786804385	0.008217558153	0.008149270751	0.007948041806
8	16.46239	16.26931	16.249467	16.19788	0.01248537293	0.01247462885	0.01248410977	0.01245509723	19.831542	19.778274	19.788727	19.788236	0.008786804385	0.008282737245	0.008224812139	0.008073025861
9	16.461556	16.285876	16.267967	16.222454	0.01247544274	0.01243243792	0.01247733371	0.01245234147	19.831542	19.750196	19.793149	19.789274	0.008786804385	0.008335155291	0.008281567921	0.008133586683
10	16.466966	16.308158	16.290982	16.249391	0.01248578696	0.01250424937	0.01247865983	0.01245077647	19.831542	19.817974	19.796644	19.791389	0.008786804385	0.008378292034	0.008330790051	0.008197317526
11	16.464318	16.318152	16.304003	16.265202	0.01247090032	0.01246207393	0.01247184881	0.01244850426	19.831542	19.792036	19.799461	19.795232	0.008786804385	0.008413659151	0.008370915478	0.00825021247
12	16.457942	16.322975	16.3096	16.274611	0.01248140891	0.0124446919	0.0124802834	0.01246110139	19.831542	19.769199	19.801812	19.797909	0.008786804385	0.008442098942	0.008403685518	0.008296548764
13	16.464216	16.339593	16.325983	16.292785	0.01247948239	0.0124965641	0.01247781976	0.01246111837	19.831542	19.820957	19.803639	19.799629	0.008786804385	0.008467164898	0.008431499893	0.008335325013
14	16.460332	16.345727	16.334128	16.302884	0.0124908718	0.01248420033	0.01249229323	0.01247644121	19.831542	19.799877	19.806024	19.80133	0.008786804385	0.008489660879	0.00845748606	0.00836724768
15	16.46644	16.356737	16.346406	16.31816	0.01246778142	0.01244301273	0.01247150747	0.01245831607	19.831542	19.780563	19.807156	19.803478	0.008786804385	0.008509663915	0.008478737516	0.00839545162
16	16.463894	16.36017	16.349907	16.323161	0.01247881173	0.01249526305	0.01248112128	0.01247065991	19.831542	19.823028	19.808599	19.805019	0.008786804385	0.008525271351	0.008497321225	0.00841987299
17	16.455802	16.359165	16.348649	16.323147	0.01248510171	0.01247750625	0.01248275229	0.01247036557	19.831542	19.804915	19.809677	19.805925	0.008786804385	0.008540521783	0.008514147735	0.008442164469
18	16.468692	16.37676	16.3663	16.342037	0.01247574724	0.01245149979	0.01247268678	0.01246137297	19.831542	19.789168	19.810252	19.806741	0.008786804385	0.008553283906	0.008528224339	0.008461080637
19	16.459836	16.371773	16.362279	16.340206	0.01247838081	0.01249376083	0.01247972949	0.01246996183	19.831542	19.824689	19.811325	19.807974	0.008786804385	0.008565529236	0.0085419255	0.008478860488
20	16.45708	16.373299	16.365216	16.343583	0.01248595789	0.01248274275	0.01248785785	0.01247694069	19.831542	19.808965	19.812448	19.808639	0.008786804385	0.008576220439	0.008554391943	0.008494275658
21	16.467708	16.387133	16.379387	16.359683	0.01247520057	0.01245383621	0.01247502863	0.01246837137	19.831542	19.794937	19.813245	19.809603	0.008786804385	0.008586524304	0.008565575098	0.008508019968
22	16.454316	16.3777	16.369147	16.350615	0.01248076929	0.01249151215	0.01248090296	0.01247316784	19.831542	19.825242	19.814189	19.810263	0.008786804385	0.008594681768	0.008574861883	0.008521856809
23	16.462678	16.389072	16.382227	16.36279	0.01246525014	0.01246249835	0.01246466988	0.01245790706	19.831542	19.811968	19.813753	19.810628	0.008786804385	0.008602603495	0.008583292778	0.008532049792
24	16.459838	16.389786	16.382773	16.364621	0.01247468812	0.01245632311	0.01247294542	0.01246650616	19.831542	19.799214	19.815113	19.810617	0.008786804385	0.008610440904	0.008591626635	0.008542061844
25	16.459352	16.392632	16.385575	16.368088	0.01247792408	0.01248740945	0.01247742272	0.0124690378	19.831542	19.825946	19.815191	19.81144	0.008786804385	0.008616855186	0.008599320333	0.008551370648
26	16.457328	16.391968	16.385795	16.368748	0.01247946817	0.01247811855	0.0124813089	0.01247528336	19.831542	19.813362	19.815207	19.811574	0.008786804385	0.008622604637	0.008605777655	0.008562679152
27	16.463928	16.399744	16.393242	16.378097	0.01247124502	0.01245173347	0.01246763244	0.01246123825	19.831542	19.802128	19.815412	19.812133	0.008786804385	0.008629608244	0.008612614814	0.008569137956
28	16.470924	16.408803	16.402247	16.386477	0.01247127763	0.01248219159	0.01247152587	0.01246567041	19.831542	19.826195	19.816173	19.812175	0.008786804385	0.008635133238	0.008620136147	0.008577169148
29	16.47161	16.413376	16.407788	16.393104	0.01246921446	0.01246716894	0.01246853617	0.01246365952	19.831542	19.815684	19.81684	19.813346	0.008786804385	0.008639003453	0.008625453792	0.008584940839
30	16.46263	16.405943	16.400408	16.386157	0.01248140774	0.01246586283	0.01248008818	0.01247461371	19.831542	19.805177	19.817376	19.813983	0.008786804385	0.008644552492	0.008629820541	0.008591204728
31	16.466132	16.411114	16.406149	16.39294	0.0124682823	0.01247875308	0.0124710613	0.01246559455	19.831542	19.827464	19.817675	19.813984	0.008786804385	0.008649030028	0.00863454459	0.008598649183
32	16.466666	16.412269	16.406916	16.392522	0.01246228224	0.01245946635	0.01246196789	0.01245557915	19.831542	19.817411	19.818128	19.814618	0.008786804385	0.008652578835	0.008639181538	0.008605099765
33	16.472926	16.421025	16.415354	16.402632	0.01246123876	0.01244778907	0.0124607119	0.01245437855	19.831542	19.808149	19.818796	19.814424	0.008786804385	0.008657433309	0.008643903675	0.008610739503
34	16.466272	16.415137	16.409938	16.398049	0.01246382522	0.0124715964	0.01246314872	0.01245868175	19.831542	19.827963	19.818722	19.815719	0.008786804385	0.008660492337	0.008648265353	0.008615822218
35	16.476388	16.427885	16.422197	16.411374	0.01246127907	0.01246088646	0.01246270113	0.01245771125	19.831542	19.818739	19.819729	19.815772	0.008786804385	0.008664233371	0.008652037849	0.0086196645
36	16.471404	16.42364	16.419001	16.407055	0.01246031407	0.01244990851	0.01246050505	0.01245586486	19.831542	19.811048	19.819945	19.816397	0.008786804385	0.008668479904	0.008656004144	0.00862546727
37	16.465068	16.418749	16.414194	16.402274	0.01248077403	0.01248842403	0.01248071979	0.012475572	19.831542	19.829005	19.82054	19.816996	0.008786804385	0.008671241421	0.008659544766	0.008629967677
38	16.468214	16.422682	16.417462	16.40645	0.01247359956	0.01247526535	0.01247626203	0.01247197221	19.831542	19.820724	19.821164	19.817514	0.008786804385	0.008674670757	0.008664117698	0.008635007344
39	16.459866	16.415758	16.411286	16.400619	0.01248086506	0.01247212543	0.0124820966	0.01247875094	19.831542	19.81257	19.82115	19.817371	0.008786804385	0.008677679394	0.008666668379	0.008638827366
40	16.466996	16.424276	16.420111	16.410668	0.01246310771	0.01247002037	0.01246245531	0.01245707049	19.831542	19.829454	19.821331	19.817778	0.008786804385	0.008679108325	0.008669927893	0.008641651021
41	16.456834	16.415133	16.410204	16.400513	0.0124900408	0.01248830211	0.01248950838	0.0124849626	19.831542	19.821403	19.82129	19.817801	0.008786804385	0.008682042454	0.008671588089	0.008645685522
42	16.467034	16.424726	16.420161	16.41077	0.01246513645	0.01245658231	0.01246643701	0.01246273863	19.831542	19.813174	19.821741	19.818494	0.008786804385	0.008684939738	0.00867464255	0.00864876269
43	16.46443	16.423992	16.419488	16.409442	0.01246772519	0.01247290029	0.01246689062	0.01246151656	19.831542	19.829084	19.821822	19.817998	0.008786804385	0.008686498737	0.008678089901	0.008651400204
44	16.462892	16.425691	16.421571	16.412099	0.01246768425	0.01246830313	0.01247086491	0.01246582063	19.831542	19.821657	19.822407	19.817879	0.008786804385	0.00868918876	0.008680247054	0.008654485687
45	16.464198	16.426946	16.42313	16.413768	0.0124676074	0.01245963468	0.01246921707	0.0124651979	19.831542	19.814432	19.822368	19.818124	0.008786804385	0.008691435231	0.008682508538	0.008658163428
46	16.46179	16.424731	16.420568	16.411073	0.01247917063	0.01248526541	0.01248012098	0.01247435906	19.831542	19.829361	19.822588	19.818269	0.008786804385	0.008693454227	0.00868371903	0.008659961928
47	16.45618	16.419029	16.41522	16.405999	0.01248137609	0.01248076725	0.01248214869	0.01247853458	19.831542	19.822475	19.822738	19.818297	0.008786804385	0.008695506713	0.00868654616	0.008663389913
48	16.46775	16.432473	16.428695	16.420208	0.01246794352	0.01245995363	0.01246797983	0.01246270276	19.831542	19.816117	19.822767	19.818396	0.008786804385	0.008697473826	0.008689049646	0.008666107038
49	16.461214	16.426622	16.422121	16.413551	0.01246846912	0.01247820207	0.01247186786	0.01246800555	19.831542	19.82978	19.823159	19.818327	0.008786804385	0.008699403167	0.008690630258	0.008668905952
50	16.460006	16.426508	16.422509	16.413495	0.01246775873	0.01246706335	0.01246821824	0.01246238243	19.831542	19.823212	19.823133	19.818371	0.008786804385	0.008700963367	0.008692027169	0.008671080201
51	16.471956	16.437651	16.434519	16.425444	0.01246275675	0.01245537314	0.01246257221	0.01245666366	19.831542	19.816613	19.822925	19.818314	0.008786804385	0.008701804899	0.008693907626	0.00867228524
52	16.466388	16.433782	16.429801	16.421398	0.01247509479	0.01248046798	0.01247504643	0.01246901107	19.831542	19.829844	19.823157	19.818402	0.008786804385	0.008703387151	0.008694991939	0.008674548539
53	16.469402	16.436869	16.433409	16.424925	0.01246957826	0.01246979064	0.01247118662	0.01246674732	19.831542	19.824097	19.823113	19.818607	0.008786804385	0.008704188726	0.008696496295	0.008676199674
54	16.464848	16.4325	16.42857	16.421994	0.01245963116	0.01245328014	0.01246095803	0.01245564123	19.831542	19.81814	19.8239	19.819102	0.008786804385	0.008705873599	0.008699052455	0.00867927162
55	16.460826	16.42954	16.426425	16.419141	0.01248082322	0.01248741334	0.01248145163	0.01247562407	19.831542	19.830262	19.823805	19.819051	0.008786804385	0.008707220253	0.008700182804	0.00868072739
56	16.469728	16.437415	16.434446	16.427053	0.01246755986	0.01246891886	0.01246893081	0.01246412455	19.831542	19.824417	19.823866	19.819143	0.008786804385	0.008708437564	0.008701669499	0.008682590585
57	16.464606	16.435211	16.432189	16.425065	0.01246558794	0.01245866916	0.01246530447	0.01245988713	19.831542	19.818889	19.824177	19.819547	0.008786804385	0.008710616546	0.008703384136	0.00868483439
58	16.465788	16.437242	16.433444	16.426539	0.01247996599	0.01248536523	0.01247997103	0.01247538968	19.831542	19.830518	19.824346	19.819113	0.008786804385	0.008711894995	0.00870503708	0.008686401701
59	16.46197	16.433374	16.430306	16.422485	0.01247269038	0.01247359175	0.01247260892	0.01246682461	19.831542	19.82505	19.824424	19.819155	0.008786804385	0.008713328142	0.008707015107	0.008687822813
60	16.461642	16.433141	16.429707	16.423206	0.01245946564	0.01245321538	0.01245980114	0.0124531137	19.831542	19.819605	19.824753	19.8189	0.008786804385	0.008714027395	0.008707703457	0.008689146763
61	16.462436	16.433757	16.430987	16.424078	0.01248381677	0.01248825477	0.01248302993	0.01247791332	19.831542	19.830259	19.824287	19.8189	0.008786804385	0.0087143872	0.008709161511	0.008690125993
62	16.46127	16.43292	16.429765	16.423312	0.01247710484	0.01247869597	0.01247914647	0.01247213708	19.831542	19.825212	19.824773	19.818796	0.008786804385	0.008715711403	0.008710908211	0.008691049489
63	16.46351	16.436321	16.433236	16.426497	0.01247847804	0.0124738871	0.01247985533	0.01247223046	19.831542	19.820201	19.82466	19.818689	0.008786804385	0.008717186123	0.008711655557	0.008692807265
64	16.46704	16.439183	16.437072	16.430154	0.01248138498	0.0124870057	0.01248088058	0.01247519846	19.831542	19.830505	19.824582	19.818504	0.008786804385	0.00871768478	0.008712986453	0.008693880176
65	16.463014	16.435549	16.432451	16.42623	0.01246352988	0.01246372653	0.01246390762	0.01245718309	19.831542	19.825487	19.824773	19.81825	0.008786804385	0.008719288613	0.008714531684	0.008695519759
66	16.454026	16.428513	16.424926	16.419356	0.01247182559	0.01246649585	0.01247120914	0.01246375034	19.831542	19.820493	19.824612	19.81779	0.008786804385	0.008720565345	0.008715509506	0.008696220098
67	16.467944	16.4417	16.439332	16.433245	0.01247783243	0.01248230946	0.01247750931	0.01246970704	19.831542	19.830288	19.824776	19.817307	0.008786804385	0.00872113968	0.008715885812	0.008696971658
68	16.466018	16.440581	16.43822	16.432085	0.01247247963	0.01247521538	0.0124746435	0.01246598275	19.831542	19.825829	19.824694	19.817001	0.008786804385	0.008721906022	0.00871691564	0.008699122136
69	16.44914	16.424541	16.421794	16.415897	0.01249239452	0.01248754725	0.01249342936	0.0124839749	19.831542	19.820895	19.824706	19.816615	0.008786804385	0.00872409149	0.008717682923	0.008699638046
